lat,lon,acq_date,evi,air_temp_encoded,wind,humidity,elevation,kbdi,fire
38.538059,-115.798573,2020-09-21,0.1475,14768.21,5.474,23.3,1523.0,246.43,0
37.037537,-119.596162,2020-09-05,0.2533,15145.36,3.399,29.3,427.0,388.02,1
34.363764,-117.928009,2020-09-06,0.1669,14805.36,3.779,20.0,2028.0,401.33,1
40.13223,-123.043028,2020-08-17,0.0844,14727.5,4.253,33.3,1749.0,551.93,1
39.37547,-117.606077,2020-09-07,0.3124,14700.36,4.439,17.0,1983.0,255.69,0
39.184877,-119.247245,2020-09-21,0.1371,14693.93,4.786,27.9,1308.0,251.48,0
37.010864,-119.603901,2020-09-07,0.2877,15098.93,3.544,25.1,518.0,395.61,1
38.294443,-122.782723,2020-09-27,0.2367,14654.64,5.9,63.9,84.0,403.97,1
37.46577,-119.350724,2020-09-05,0.3168,14723.21,3.854,26.6,2115.0,319.99,1
39.579624,-121.367765,2020-08-18,0.3117,15249.64,3.857,30.1,259.0,525.27,1
34.183911,-117.836012,2020-09-06,0.1385,15053.93,3.309,35.6,647.0,312.26,1
41.926443,-114.914236,2020-09-25,0.1511,14333.21,5.104,43.0,1953.0,216.78,0
34.220523,-118.740402,2020-09-05,0.3544,15042.5,4.176,43.1,636.0,245.0,1
39.011437,-118.97287,2020-09-25,0.1281,14631.79,4.509,25.7,1555.0,263.61,0
34.378237,-118.120287,2020-09-06,0.2177,14939.64,4.813,17.9,1688.0,401.33,1
37.189242,-121.602188,2020-08-19,0.0708,15023.93,5.287,35.3,431.0,276.83,1
36.913582,-118.870676,2020-09-05,0.3679,14448.93,3.03,30.3,2865.0,264.01,1
36.322804,-121.39562,2020-10-11,0.4415,14577.5,3.054,46.6,728.0,345.05,0
34.284455,-117.101702,2020-09-05,0.4293,14986.79,3.529,23.7,1592.0,346.21,1
36.883238,-119.59432,2020-09-05,0.4422,15151.07,3.503,33.7,144.0,388.02,1
34.61632,-118.157146,2020-09-06,0.2038,15164.64,6.177,20.4,810.0,401.33,1
37.263657,-119.58334,2020-09-05,0.4356,15017.5,3.283,29.6,1068.0,319.99,1
35.565277,-117.052013,2020-08-30,0.197,15231.07,3.429,17.7,635.0,371.95,0
37.74334,-122.008323,2020-08-18,0.2663,14720.36,3.759,57.6,475.0,341.07,1
38.65253,-114.96168,2020-08-29,0.2281,14576.79,5.036,18.1,2654.0,297.17,0
38.757962,-116.933356,2020-09-04,0.3468,14398.93,3.323,16.9,3489.0,236.48,0
34.270762,-117.724456,2020-09-06,0.1786,14951.07,3.227,20.6,1482.0,378.13,1
33.94183,-117.963643,2020-09-06,0.4209,14997.5,4.473,55.9,120.0,312.26,1
36.488409,-120.920592,2020-09-02,0.3318,14961.79,3.41,27.9,852.0,399.65,0
33.556275,-121.474933,2020-09-19,0.3361,14567.5,9.473,88.4,0.0,140.02,0
37.687131,-115.958157,2020-07-26,0.2416,14854.64,5.574,15.4,1939.0,256.33,0
39.896028,-122.69983,2020-08-17,0.1177,14896.07,3.23,28.1,1297.0,590.41,1
33.956115,-116.816129,2020-09-05,0.393,15179.64,3.75,28.9,778.0,352.46,1
40.225255,-117.463778,2020-03-03,0.432,14011.07,3.467,42.6,1496.0,106.37,0
37.279352,-119.527755,2020-09-07,0.2304,14988.21,3.666,24.9,964.0,322.63,1
38.623153,-122.225664,2020-08-18,0.1265,15220.36,4.016,36.9,174.0,424.66,1
34.138043,-118.159575,2020-09-05,0.1812,15008.93,3.34,52.4,267.0,303.21,1
39.557947,-120.796731,2020-08-18,0.1114,15006.79,4.194,31.9,1017.0,473.94,1
36.11362,-124.438091,2020-08-27,0.3539,14518.93,10.064,85.6,0.0,131.12,0
39.909342,-122.450214,2020-08-17,0.122,15295.36,3.91,20.1,199.0,590.41,1
39.583407,-122.667047,2020-08-17,0.213,14948.93,3.851,26.3,1217.0,563.91,1
41.023477,-116.691618,2020-03-06,0.4144,13946.07,4.277,62.1,1547.0,106.09,0
35.303549,-116.651451,2020-09-05,0.4472,15295.36,5.479,15.4,761.0,373.03,0
34.515139,-116.12276,2020-10-25,0.1553,14575.36,5.321,23.1,739.0,258.6,0
32.596436,-114.545343,2020-09-16,0.3679,15343.93,3.69,22.7,62.0,400.99,0
40.09914,-121.281939,2020-08-18,0.385,14783.93,3.671,33.4,1666.0,492.53,1
37.289177,-119.07864,2020-09-05,0.4458,14451.79,3.317,33.9,2856.0,319.99,1
40.625287,-118.042412,2020-09-28,0.415,14618.21,3.511,28.4,1347.0,213.25,0
36.488343,-116.164059,2020-08-31,0.3111,15242.5,5.449,11.6,734.0,355.32,0
40.334553,-119.440598,2020-09-10,0.3951,14763.93,3.391,19.9,1262.0,260.47,0
37.650628,-115.141017,2020-09-18,0.1379,14898.21,4.911,18.9,1456.0,292.14,0
40.762107,-121.050125,2020-08-23,0.3157,14639.64,3.784,38.1,1874.0,407.93,0
37.168523,-121.561208,2020-08-19,0.3311,14950.36,5.273,37.6,657.0,413.36,1
38.899661,-122.302135,2020-09-27,0.3479,14921.07,4.911,31.9,404.0,462.47,1
38.782284,-122.743267,2020-09-27,0.118,14732.5,4.22,34.1,1074.0,462.47,1
38.871437,-122.366055,2020-08-18,0.2968,15131.79,4.919,31.1,567.0,533.85,1
34.000768,-119.861837,2020-09-22,0.2423,14501.79,5.98,78.7,270.0,169.77,0
36.451902,-123.501599,2020-09-08,0.2302,14515.36,7.501,89.7,0.0,129.92,0
41.889149,-118.681404,2020-08-15,0.3299,14946.79,4.234,23.6,1583.0,279.71,0
35.714488,-118.222198,2020-08-15,0.3855,15173.21,4.544,24.9,1016.0,301.84,0
37.896897,-121.526709,2020-08-19,0.3774,15200.36,4.866,34.4,-6.0,439.5,1
38.223553,-123.108681,2020-08-18,0.2373,14601.79,7.663,73.0,0.0,160.39,1
32.632227,-118.865991,2020-10-01,0.1511,14718.21,5.571,86.1,0.0,147.24,0
39.120972,-121.157864,2020-09-08,0.4917,15083.21,4.459,21.7,533.0,527.6,1
34.168581,-123.112322,2020-08-08,0.1432,14493.21,6.857,88.6,0.0,127.26,0
39.382837,-120.833105,2020-08-18,0.2772,14886.07,4.047,28.9,1371.0,473.94,1
39.64261,-120.758518,2020-08-18,0.2736,14840.36,4.47,31.6,1542.0,473.94,1
34.114845,-123.670832,2020-08-01,0.2918,14495.36,9.199,89.4,0.0,127.91,0
37.172728,-121.912307,2020-08-19,0.0972,14843.93,4.327,40.0,878.0,276.83,1
34.867384,-115.592468,2020-10-21,0.2525,14766.79,3.41,22.4,1261.0,257.04,0
37.854075,-122.089402,2020-08-18,0.178,14886.79,3.214,51.4,234.0,337.62,1
38.900762,-122.814528,2020-09-27,0.3962,14815.36,4.44,39.0,702.0,434.23,1
39.59428,-119.9433,2020-10-03,0.2755,14403.93,3.061,22.1,2388.0,270.98,0
39.387873,-120.782352,2020-09-08,0.2829,14903.93,5.051,24.4,972.0,482.08,1
38.562702,-122.663543,2020-09-27,0.0944,14855.36,4.536,42.6,273.0,403.97,1
39.380059,-114.210606,2020-08-28,0.2068,14687.5,4.609,21.6,2543.0,290.87,0
33.819359,-116.861331,2020-09-05,0.4945,15064.64,3.483,27.0,1118.0,352.46,1
34.59139,-118.207727,2020-09-06,0.4675,15164.64,6.177,20.4,874.0,401.33,1
38.283424,-117.415303,2020-09-22,0.0823,14718.21,4.977,23.4,1506.0,219.96,0
37.4217,-119.4498,2020-09-30,0.289,14542.5,3.671,31.0,2018.0,258.69,1
37.986681,-116.43035,2020-09-17,0.2136,14581.79,5.177,20.7,2455.0,247.31,0
39.5512,-121.2346,2020-09-16,0.5802,14711.07,3.194,35.4,699.0,491.26,1
32.7813,-114.3562,2020-02-01,0.1714,14403.21,7.636,25.0,55.0,145.3,1
37.9606,-114.0416,2020-07-15,0.2938,14817.5,6.573,18.0,2410.0,269.84,1
32.5201,-116.7877,2020-06-08,0.2106,14726.79,4.926,48.0,337.0,179.53,1
39.5079,-122.0242,2020-04-03,0.3671,14284.64,5.683,53.6,27.0,89.49,1
41.634523,-119.087825,2020-09-30,0.1524,14481.79,3.839,26.1,1933.0,198.8,0
37.238197,-117.532621,2020-09-18,0.0919,14907.5,3.659,18.9,1121.0,287.44,0
41.8426,-123.4216,2020-09-08,0.3528,14846.07,3.233,22.7,666.0,504.87,1
36.108,-118.5045,2020-09-17,0.3538,14424.64,3.207,32.0,2185.0,301.5,1
40.2731,-123.1506,2020-09-28,0.4027,14638.93,3.534,38.3,1243.0,482.79,1
41.0992,-123.4515,2020-08-31,0.3095,14830.36,3.279,28.4,1485.0,447.89,1
41.6816,-121.4587,2020-07-24,0.1579,14882.5,6.811,31.3,1361.0,354.16,1
41.8687,-123.3358,2020-09-08,0.4209,14883.21,3.211,21.4,736.0,504.87,1
39.9138,-123.0952,2020-10-05,0.2615,14513.93,3.074,21.3,1706.0,425.46,1
41.0871,-123.4686,2020-09-03,0.4281,14782.5,3.11,25.9,1694.0,469.49,1
38.7118,-122.5524,2020-08-25,0.3292,14961.79,3.716,37.7,439.0,438.44,1
39.852,-122.8133,2020-08-31,0.3954,14794.64,2.661,33.3,1369.0,515.2,1
40.690928,-117.325963,2020-08-19,0.1108,15054.64,4.29,18.3,1594.0,284.08,0
38.398648,-117.958643,2020-09-26,0.1134,14528.21,3.267,23.9,2130.0,222.3,0
40.2608,-123.0558,2020-10-08,0.3831,14414.64,2.624,39.0,1391.0,419.17,1
34.44924,-115.624159,2020-09-14,0.0485,15311.07,3.851,12.7,184.0,397.16,0
40.369328,-122.658523,2020-09-27,0.4116,14903.21,4.876,29.4,403.0,566.82,1
37.175764,-119.315818,2020-09-07,0.4602,14759.64,3.697,30.9,1690.0,395.61,1
40.0784,-123.3163,2020-09-09,0.5512,14926.79,4.243,26.3,649.0,520.91,1
37.567669,-121.231742,2020-08-19,0.228,15296.79,5.554,25.9,36.0,430.91,1
32.573434,-116.656352,2020-09-04,0.2915,15072.5,5.037,42.0,574.0,258.61,0
35.733219,-115.25664,2020-08-12,0.5424,15228.93,5.686,13.7,927.0,351.76,0
38.468357,-115.014261,2020-09-15,0.3916,14854.64,4.519,14.9,1616.0,271.06,0
34.780444,-118.19564,2020-09-05,0.1038,15238.21,7.916,21.9,714.0,359.45,1
37.323508,-115.884231,2020-08-02,0.3956,15149.64,6.733,10.6,1399.0,295.19,0
41.887133,-117.594566,2020-08-21,0.1219,14890.36,6.363,20.3,1800.0,277.6,0
32.757469,-117.751129,2020-09-13,0.0739,14712.5,7.366,86.6,0.0,214.88,0
38.28849,-122.38394,2020-09-27,0.3382,14841.79,3.8,43.6,249.0,403.97,1
34.333141,-117.049878,2020-09-05,0.2658,14961.79,3.954,20.0,1853.0,346.21,1
39.509084,-120.52249,2020-09-08,0.2661,14584.64,5.133,26.3,2016.0,482.08,1
39.507934,-120.497766,2020-09-08,0.2195,14587.5,5.133,26.3,2050.0,482.08,1
33.419711,-121.452774,2020-08-26,0.647,14536.07,7.359,89.1,0.0,137.38,0
39.202659,-120.786341,2020-09-08,0.0581,14803.21,5.047,24.0,1288.0,498.07,1
41.331873,-123.392526,2020-08-17,0.2851,14997.5,3.003,35.3,509.0,525.16,1
41.247413,-123.732823,2020-08-17,0.1392,14763.21,3.391,46.7,780.0,455.4,1
38.389696,-122.321734,2020-09-27,0.3212,14966.07,3.839,40.6,17.0,403.97,1
39.893185,-121.130257,2020-08-18,0.2072,14753.93,3.691,37.7,1634.0,492.53,1
40.275023,-116.61305,2020-08-08,0.3824,14963.93,4.961,19.0,1453.0,298.7,0
40.30856,-122.550641,2020-09-27,0.306,14957.5,5.177,28.0,280.0,566.82,1
37.4017,-119.0244,2020-10-25,0.2164,13973.93,3.277,36.7,2579.0,183.57,1
34.091133,-117.621588,2020-09-06,0.4021,15061.07,5.379,44.9,348.0,389.39,1
35.71985,-119.738262,2020-09-14,0.3016,15036.07,4.04,24.7,69.0,379.94,0
33.653548,-114.281958,2020-09-18,0.4093,15380.36,4.859,17.1,311.0,411.67,0
40.1734,-118.4753,2020-05-29,0.1379,14891.79,5.094,23.4,1216.0,182.59,1
35.994,-121.4403,2020-09-10,0.4512,14740.36,1.909,42.9,773.0,341.94,1
36.1818,-118.7263,2020-09-21,0.3075,14553.93,2.056,30.4,1469.0,288.7,1
39.5405,-123.0733,2020-09-14,0.4336,14655.36,3.199,31.7,1238.0,464.19,1
38.899467,-114.191096,2020-09-15,0.1787,14633.93,4.216,16.6,2327.0,254.11,0
39.6046,-122.8746,2020-09-04,0.3536,14984.64,3.126,24.7,1177.0,479.13,1
39.5447,-121.2627,2020-09-09,0.5115,15000.36,4.73,22.0,477.0,527.6,1
39.6266,-122.904,2020-09-05,0.3864,14943.21,2.936,22.7,1421.0,486.17,1
37.141,-121.2964,2020-08-22,0.2569,14948.93,5.114,45.1,458.0,420.03,1
39.7777,-122.878,2020-09-08,0.4769,14756.79,2.91,23.3,1488.0,527.3,1
36.1376,-121.5909,2020-08-21,0.4176,14998.93,2.739,30.9,1083.0,149.24,1
37.3926,-119.4413,2020-09-11,0.3184,14513.21,3.944,26.0,2113.0,311.59,1
36.8978,-120.1496,2020-03-05,0.2868,14339.64,3.611,57.4,70.0,166.29,1
39.6,-122.7514,2020-08-20,0.3909,14763.93,3.143,34.0,1608.0,556.24,1
38.875862,-118.46394,2020-09-30,0.0813,14661.79,2.869,23.4,1414.0,253.95,0
40.596496,-118.794347,2020-10-26,0.1274,13931.07,2.859,29.7,1735.0,163.98,0
41.01244,-117.256112,2020-08-18,0.1396,15101.79,5.921,18.3,1339.0,303.46,0
39.56923,-115.64772,2020-09-21,0.1119,14614.64,4.986,26.0,1798.0,235.31,0
39.6411,-122.8376,2020-08-21,0.3644,14733.93,2.977,32.1,1639.0,494.23,1
39.5942,-122.9549,2020-09-05,0.3811,14809.64,2.936,22.3,1827.0,486.17,1
40.3033,-123.4135,2020-09-28,0.3452,14646.79,3.826,41.6,1140.0,482.79,1
40.0113,-122.8588,2020-09-08,0.3644,14575.36,3.083,23.4,2051.0,527.3,1
37.2485,-121.4193,2020-08-20,0.2094,15163.93,4.337,29.6,448.0,415.58,1
39.5729,-122.8618,2020-09-02,0.3577,14887.5,2.96,27.3,1320.0,478.42,1
37.876863,-121.261376,2020-08-19,0.2878,15228.21,5.387,32.4,4.0,439.5,1
40.999056,-120.44023,2020-10-03,0.1387,14606.79,4.033,17.6,1868.0,239.94,0
39.984366,-117.936891,2020-01-27,0.247,13778.93,2.631,64.3,1869.0,103.83,0
34.871311,-123.30879,2020-08-29,0.1511,14480.36,7.111,87.1,0.0,129.68,0
40.607756,-114.488981,2020-10-13,0.0996,14288.93,4.854,30.4,1705.0,192.47,0
34.303181,-123.217323,2020-08-10,0.4364,14498.93,6.231,86.0,0.0,127.67,0
32.641173,-116.205161,2020-09-26,0.2514,14916.79,5.439,29.7,896.0,340.88,0
35.891255,-116.301164,2020-09-24,0.3295,15175.36,4.06,17.4,479.0,337.18,0
34.351908,-118.800783,2020-09-05,0.1805,14947.5,4.911,46.3,590.0,379.18,1
36.223601,-118.252067,2020-05-18,0.4932,13876.07,4.73,62.6,2701.0,144.31,0
34.043778,-117.732972,2020-09-06,0.2516,15055.36,4.954,49.0,254.0,389.39,1
39.957352,-123.000002,2020-08-17,0.1877,14866.07,3.6,31.7,1231.0,551.93,1
39.574699,-117.095107,2020-08-16,0.314,14948.93,5.271,20.0,1874.0,266.01,0
37.229127,-119.571137,2020-09-07,0.0894,15019.64,4.001,24.9,915.0,395.61,1
38.639845,-122.211388,2020-08-18,0.2046,15121.79,4.016,36.7,454.0,424.66,1
34.346353,-118.031849,2020-09-06,0.3712,14991.79,4.276,19.3,1564.0,401.33,1
37.517141,-121.641483,2020-08-18,0.3913,15111.07,4.113,30.0,524.0,341.07,1
39.227332,-122.871266,2020-08-18,0.1052,15040.36,3.964,30.3,781.0,466.6,1
35.585298,-116.086117,2020-09-10,0.4312,15110.36,5.72,12.3,396.0,396.39,0
41.386743,-123.282059,2020-08-17,0.3439,14709.64,4.096,35.3,1661.0,525.16,1
39.255,-121.6003,2020-11-05,0.4482,14394.64,3.954,47.1,24.0,407.64,1
34.412,-117.831,2020-09-19,0.3031,14832.5,3.729,24.3,1400.0,361.37,1
40.1596,-123.2019,2020-09-08,0.3213,14869.64,4.466,23.7,1013.0,527.3,1
36.332,-118.6692,2020-11-01,0.2649,14046.79,2.463,34.9,2642.0,209.88,1
39.9585,-122.9402,2020-09-10,0.379,14631.07,3.31,24.3,1651.0,515.77,1
39.6632,-121.3211,2020-09-09,0.3653,14850.36,5.433,21.6,1011.0,527.6,1
37.494109,-116.423772,2020-08-28,0.4166,14971.07,6.55,15.7,1544.0,277.51,0
37.103011,-117.316267,2020-09-02,0.1115,15051.79,4.553,12.4,1448.0,316.55,0
37.4216,-119.1622,2020-09-16,0.231,14472.5,2.926,39.0,1916.0,293.64,1
40.2319,-123.4345,2020-10-04,0.4376,14656.79,3.167,34.1,1050.0,432.71,1
38.1617,-117.66915,2020-09-18,0.0912,14579.64,4.57,20.6,2255.0,243.82,0
36.603,-121.684,2020-08-21,0.3345,14769.64,4.31,59.7,73.0,183.73,1
40.686893,-116.668554,2020-10-11,0.1423,14524.64,3.393,26.3,1396.0,205.44,0
38.5715,-122.9567,2020-08-20,0.5188,15077.5,4.171,35.0,202.0,298.07,1
36.3915,-118.4172,2020-10-07,0.1678,14369.64,3.711,28.4,2283.0,204.0,1
40.5176,-118.996871,2020-10-19,0.0976,14286.07,3.58,37.1,1724.0,179.36,0
39.6501,-122.8717,2020-09-01,0.4182,14846.79,2.236,32.7,1368.0,478.75,1
39.8969,-122.8947,2020-08-21,0.4069,14719.64,3.504,37.0,1444.0,536.87,1
38.576822,-122.632295,2020-08-18,0.2478,15076.79,4.057,35.3,356.0,424.66,1
39.592693,-117.946623,2020-09-30,0.2302,14466.07,3.087,17.6,2386.0,220.07,0
40.632149,-118.97823,2020-08-06,0.1111,14820.36,4.85,23.4,1755.0,272.17,0
34.534801,-115.561218,2020-10-17,0.0812,15087.5,3.806,14.0,209.0,315.64,0
39.6912,-120.1524,2020-08-15,0.2169,14704.64,5.066,34.9,1989.0,343.95,1
39.60366,-115.627103,2020-10-06,0.0996,14523.21,3.15,15.6,1884.0,198.87,0
40.4002,-123.443,2020-10-05,0.4285,14628.21,3.067,34.4,1184.0,493.9,1
39.240428,-117.627795,2020-10-03,0.122,14693.93,3.38,13.3,1898.0,195.14,0
34.4293,-118.0038,2020-09-19,0.2224,14890.36,4.217,21.1,1199.0,361.37,1
38.608343,-122.994354,2020-08-18,0.0816,15102.5,4.029,30.7,362.0,290.66,1
40.326626,-114.95143,2020-08-08,0.0823,14879.64,4.203,15.3,2081.0,284.81,0
41.432356,-123.553416,2020-08-17,0.2136,14793.93,3.841,39.3,978.0,506.2,1
38.432957,-115.425408,2020-09-29,0.289,14566.79,3.414,16.4,2188.0,226.34,0
36.913918,-117.198413,2020-09-19,0.5802,14842.5,3.754,17.0,1568.0,282.76,0
36.820467,-117.435302,2020-08-20,0.2938,15043.21,2.946,17.6,2102.0,321.14,0
38.59381,-118.443902,2020-09-22,0.2106,14731.79,4.371,22.7,1510.0,238.78,0
38.139266,-122.616443,2020-08-18,0.1714,14861.07,6.066,49.0,96.0,228.21,1
37.830102,-121.253585,2020-08-19,0.3671,15228.21,5.387,32.4,7.0,439.5,1
33.999304,-118.28046,2020-09-06,0.0919,14948.21,6.07,60.3,52.0,312.26,1
36.830722,-119.316436,2020-09-05,0.3528,15169.64,3.637,30.7,387.0,388.02,1
40.071685,-120.669035,2020-08-18,0.1524,14925.36,3.776,33.6,1210.0,434.43,1
36.98619,-119.22356,2020-09-07,0.3095,14963.93,2.866,23.1,1059.0,395.61,1
36.078839,-122.796404,2020-09-14,0.3598,14450.36,6.43,92.1,0.0,132.39,0
33.228945,-115.425375,2020-10-13,0.1031,15178.93,3.957,21.4,26.0,363.46,0
33.099455,-116.350001,2020-09-07,0.2658,15249.64,3.846,18.0,571.0,462.49,0
41.755802,-118.689731,2020-09-17,0.3538,14606.79,3.25,25.3,1865.0,243.98,0
36.100398,-124.19865,2020-09-09,0.4027,14555.36,7.437,89.7,0.0,132.2,0
33.026422,-123.196308,2020-09-23,0.1579,14582.5,9.171,88.6,0.0,134.67,0
38.644738,-122.619597,2020-09-27,0.2615,14804.64,3.966,35.0,718.0,403.97,1
39.620315,-121.137394,2020-09-08,0.4281,14883.21,5.471,21.4,1070.0,531.78,1
39.543837,-123.002634,2020-08-17,0.3954,14994.64,3.314,28.9,1019.0,505.88,1
32.589276,-116.051353,2020-09-22,0.3292,14902.5,5.12,26.7,1149.0,352.22,0
38.841988,-114.127129,2020-09-09,0.4209,14468.21,5.839,23.4,1985.0,268.23,0
36.960161,-114.323362,2020-08-15,0.1108,15383.21,4.826,14.0,979.0,367.73,0
39.867673,-124.041703,2020-09-25,0.1134,14704.64,4.864,64.4,0.0,412.02,0
36.836387,-116.085126,2020-02-01,0.3831,13963.93,7.037,36.6,1146.0,110.4,0
39.367072,-121.002854,2020-09-08,0.5512,14976.07,4.891,21.4,883.0,531.78,1
39.6194,-122.8322,2020-09-05,0.4109,14909.64,2.797,22.4,1483.0,486.17,1
40.9994,-123.3064,2020-10-07,0.3908,14472.5,2.644,46.4,1108.0,397.3,1
41.970202,-117.181264,2020-09-19,0.1182,14537.5,5.986,32.6,1696.0,248.15,0
37.4177,-119.359,2020-09-09,0.2944,14665.36,3.65,25.1,1572.0,316.07,1
36.1696,-118.5333,2020-09-12,0.2573,14343.93,3.161,28.0,2474.0,323.65,1
38.199038,-117.171302,2020-05-03,0.0981,14466.79,6.41,18.0,1924.0,89.07,0
37.4785,-119.4032,2020-09-25,0.2835,14445.36,3.439,40.6,2004.0,264.66,1
34.1295,-116.914,2020-09-14,0.1405,14221.79,2.6,26.6,2956.0,340.88,1
39.9643,-123.1101,2020-10-07,0.3211,14465.36,2.851,32.9,1448.0,403.3,1
39.6182,-122.7615,2020-08-23,0.3727,14718.93,2.546,36.1,1604.0,554.19,1
37.4302,-121.2582,2020-08-19,0.1515,15231.07,5.294,23.6,435.0,430.91,1
41.504622,-116.975957,2020-09-17,0.1181,14671.79,5.873,29.3,1653.0,264.0,0
40.375938,-116.694516,2020-08-12,0.1143,14913.93,4.426,16.7,1789.0,296.38,0
37.574043,-118.017622,2020-09-15,0.1309,14753.93,4.933,16.0,1635.0,257.63,0
39.0239,-121.3805,2020-05-21,0.1292,14569.64,4.026,57.3,31.0,148.59,1
37.173029,-117.154854,2020-09-30,0.1123,14896.79,3.331,14.4,1225.0,249.97,0
39.366584,-117.04912,2020-09-03,0.1871,14689.64,3.42,16.6,2651.0,256.53,0
36.3702,-118.4056,2020-10-29,0.2573,14213.21,2.981,19.0,2037.0,183.93,1
37.821424,-117.737792,2020-08-23,0.125,14879.64,3.223,22.9,2264.0,277.45,0
41.528775,-116.58773,2020-09-26,0.1234,14453.93,6.171,36.3,1664.0,232.72,0
40.3297,-123.1609,2020-09-28,0.3789,14632.5,3.534,38.3,1302.0,482.79,1
40.0785,-123.0604,2020-09-14,0.2137,14521.79,3.801,31.4,1718.0,493.34,1
37.569979,-117.188716,2020-08-01,0.1165,15061.79,5.917,10.4,1606.0,278.16,0
37.527,-119.1179,2020-10-21,0.2482,14173.93,3.959,33.0,2576.0,233.38,1
37.4476,-119.4174,2020-09-22,0.2945,14378.21,3.481,43.9,2027.0,268.52,1
37.274445,-122.729323,2020-09-29,0.1379,14456.07,7.83,88.9,0.0,174.81,0
34.344117,-122.111427,2020-09-22,0.2164,14556.79,10.294,88.6,0.0,144.31,0
33.233068,-115.633502,2020-08-18,0.0485,15579.64,5.186,34.0,-71.0,457.01,0
36.015504,-116.923242,2020-09-04,0.4512,15460.36,3.786,11.4,604.0,384.97,0
32.525419,-119.769711,2020-08-24,0.4336,14630.36,7.63,92.4,0.0,134.88,0
40.721404,-122.316613,2020-09-27,0.3075,14885.36,4.707,37.1,353.0,566.82,1
38.048754,-117.197009,2020-09-09,0.1787,14613.21,5.774,14.0,1973.0,268.55,0
36.706703,-119.439329,2020-09-07,0.5115,15221.79,2.903,23.9,120.0,451.21,1
37.364196,-119.685015,2020-09-07,0.3536,15073.21,3.717,22.1,753.0,322.63,1
40.193251,-117.655707,2020-09-07,0.3864,14887.5,3.28,13.4,1376.0,283.91,0
39.527433,-123.147657,2020-08-17,0.4176,14999.64,3.377,29.9,861.0,505.88,1
40.850079,-123.403757,2020-08-17,0.2569,14943.21,3.879,39.3,594.0,534.38,1
39.950711,-122.488856,2020-08-17,0.4769,15266.07,3.693,20.3,205.0,590.41,1
38.235294,-122.938013,2020-08-18,0.2868,14543.21,6.974,76.7,100.0,160.39,1
38.728468,-122.297034,2020-09-27,0.3545,14973.21,3.963,35.7,196.0,403.97,1
35.974863,-116.197839,2020-09-16,0.3184,15111.07,4.03,14.4,918.0,367.43,0
39.474898,-115.461838,2020-08-07,0.3909,14879.64,6.333,12.0,2053.0,283.99,0
38.674627,-116.190503,2020-08-28,0.0813,14878.93,4.789,18.9,1864.0,266.81,0
39.748243,-121.205847,2020-08-18,0.1274,15037.5,4.107,25.9,969.0,525.27,1
36.554258,-117.516367,2020-08-03,0.3644,14828.21,4.287,11.6,2130.0,364.82,0
40.0099,-121.363523,2020-08-18,0.1119,14711.07,3.959,32.4,1909.0,492.53,1
39.922464,-124.134611,2020-09-30,0.1396,14508.21,9.184,78.3,0.0,229.88,0
35.065783,-116.013908,2020-09-01,0.3811,15347.5,4.199,17.6,315.0,405.1,0
35.376794,-121.615926,2020-08-27,0.3452,14381.79,5.94,94.7,0.0,134.53,0
36.1044,-121.3576,2020-10-19,0.4713,14864.64,1.98,26.0,839.0,300.49,1
36.449855,-122.328239,2020-09-05,0.3644,14448.21,8.53,86.3,0.0,133.03,0
39.276867,-115.430696,2020-08-09,0.1579,14697.5,3.984,16.6,2352.0,283.25,0
37.08257,-117.85884,2020-09-15,0.1047,14779.64,4.954,16.9,1815.0,260.72,0
36.763276,-117.225887,2020-09-14,0.0374,15383.21,1.804,8.7,42.0,305.11,0
36.302,-118.3842,2020-08-28,0.1914,14464.64,4.13,28.3,2630.0,264.67,1
41.9789,-123.733,2020-09-09,0.3004,14784.64,4.177,29.7,655.0,586.79,1
34.701135,-115.772378,2020-09-04,0.0905,15426.79,5.93,13.4,816.0,411.9,0
39.8767,-122.9692,2020-09-03,0.3099,14795.36,2.794,28.3,1608.0,516.69,1
40.837676,-117.581778,2020-10-29,0.1954,14048.93,2.026,22.1,2117.0,162.89,0
36.2576,-118.6749,2020-09-16,0.3327,14441.79,3.414,30.3,2181.0,290.7,1
36.3944,-118.4433,2020-11-03,0.2439,13936.79,2.966,31.4,3039.0,204.45,1
39.925,-122.8147,2020-08-31,0.402,14777.5,2.656,31.1,1640.0,515.2,1
34.2022,-117.8648,2020-09-19,0.4438,14916.07,2.386,26.0,545.0,295.11,1
35.16124,-117.37741,2020-08-05,0.1214,15063.93,8.823,25.0,742.0,354.4,0
38.5441,-122.5317,2020-10-01,0.376,15025.36,3.357,27.4,225.0,416.77,1
37.634868,-117.815661,2020-09-27,0.1036,14571.07,2.727,21.3,2211.0,229.86,0
34.336061,-115.221982,2020-09-18,0.0779,15334.64,4.053,15.3,367.0,370.08,0
37.3171,-121.2739,2020-08-18,0.2316,15262.5,4.384,22.3,509.0,429.33,1
36.0807,-121.5662,2020-08-21,0.4376,15128.93,2.333,35.3,440.0,149.24,1
40.500299,-119.135852,2020-09-05,0.1062,15002.5,5.634,18.6,1414.0,267.2,0
36.075537,-114.0604,2020-10-12,0.1476,14953.93,2.749,23.3,869.0,279.23,0
36.1096,-118.5921,2020-09-23,0.2624,14277.5,2.864,41.1,2167.0,284.71,1
