lat,lon,acq_date,evi,air_temp_encoded,wind,humidity,elevation,kbdi,fire,source
40.82272,-114.25565,2026-06-11,0.031134150359050084,13927.499999999998,0.0,40.0,1697.126098633,190.74760848839944,1,firms_viirs
32.54492,-115.16102,2026-06-11,0.03906606901616945,14817.499999999998,0.0,37.0,20.0,313.1092537386953,1,firms_viirs
32.54958,-115.16041,2026-06-11,0.03906394446941473,14817.499999999998,0.0,37.0,20.0,313.1092537386953,1,firms_viirs
32.82009,-115.437,2026-06-11,0.04048484452388818,14807.499999999998,0.0,49.0,-28.377025604,292.35171510563407,1,firms_viirs
32.82023,-115.43704,2026-06-11,0.04048496013058038,14807.499999999998,0.0,49.0,-28.377025604,292.35171510563407,1,firms_viirs
32.82059,-115.44299,2026-06-11,0.04052167160654693,14807.499999999998,0.0,49.0,-28.377025604,292.35171510563407,1,firms_viirs
32.82077,-115.44302,2026-06-11,0.04052168789975127,14807.499999999998,0.0,49.0,-28.377025604,292.35171510563407,1,firms_viirs
32.82485,-115.43641,2026-06-11,0.04047658948994356,14807.499999999998,0.0,49.0,-28.377025604,292.35171510563407,1,firms_viirs
32.82499,-115.43647,2026-06-11,0.040476824828109985,14807.499999999998,0.0,49.0,-28.377025604,292.35171510563407,1,firms_viirs
32.82535,-115.4424,2026-06-11,0.04051339333331132,14807.499999999998,0.0,49.0,-22.614713669,292.35171510563407,1,firms_viirs
32.82553,-115.44244,2026-06-11,0.04051346626044171,14807.499999999998,0.0,49.0,-22.614713669,292.35171510563407,1,firms_viirs
34.08056,-117.50074,2026-06-11,0.03265795871487584,14482.499999999998,0.0,87.0,328.494384766,219.9648504711839,1,firms_viirs
34.14136,-117.42965,2026-06-11,0.032133831234088375,14472.5,0.0,80.0,507.990783691,219.9648504711839,1,firms_viirs
34.33502,-118.52273,2026-06-11,0.009539419325726878,14407.499999999998,0.0,95.0,570.299316406,235.45020658371757,1,firms_viirs
36.26221,-120.19181,2026-06-11,0.026469248787718808,14777.499999999998,0.0,30.0,115.828117371,285.92897865219516,0,sampled_nofire
33.83576,-114.32248,2026-06-11,0.034428808121324914,14992.499999999998,0.0,18.0,266.565734863,309.10813043792854,0,sampled_nofire
37.26445,-119.63437,2026-06-11,0.006025002383188883,14527.499999999998,0.0,50.0,1146.0,102.25458231631318,0,sampled_nofire
35.38816,-122.19273,2026-06-11,0.04754749888200746,14397.5,0.0,86.0,0.0,109.31536461641444,0,sampled_nofire
39.1324,-114.28683,2026-06-11,0.030011769286196012,13962.5,0.0,36.0,2080.843994141,172.1136427593616,0,sampled_nofire
34.75659,-115.84725,2026-06-11,0.03197459194328656,14967.499999999998,0.0,26.0,816.931152344,257.14150670288666,0,sampled_nofire
41.59922,-119.2383,2026-06-11,0.03535677416575522,13852.499999999998,0.0,35.0,1908.0,89.40685377991367,0,sampled_nofire
37.19809,-114.31385,2026-06-11,0.029652362087085268,14617.499999999998,0.0,18.0,1254.632080078,252.10292154591465,0,sampled_nofire
37.37952,-114.51858,2026-06-11,0.029375811252477048,14502.499999999998,0.0,22.0,1406.576660156,212.64827563740906,0,sampled_nofire
34.60678,-117.3407,2026-06-12,0.029096664651887743,14747.5,0.0,37.0,833.0,232.56917019228064,1,firms_viirs
34.60816,-117.3382,2026-06-12,0.02909348452940997,14737.5,0.0,37.0,833.0,232.56917019228064,1,firms_viirs
40.82275,-114.25917,2026-06-12,0.03113338998129264,14267.499999999998,0.0,13.0,1697.126098633,189.72926061684288,1,firms_viirs
36.26221,-120.19181,2026-06-12,0.026469248787718808,14742.499999999998,0.0,33.0,115.828117371,284.8168345515444,0,sampled_nofire
33.83576,-114.32248,2026-06-12,0.034428808121324914,15192.499999999998,0.0,34.0,266.565734863,307.3449803766563,0,sampled_nofire
37.26445,-119.63437,2026-06-12,0.006025002383188883,14667.499999999998,0.0,39.0,1146.0,101.2266529535287,0,sampled_nofire
35.38816,-122.19273,2026-06-12,0.04754749888200746,14412.5,0.0,100.0,0.0,109.38964567649538,0,sampled_nofire
39.1324,-114.28683,2026-06-12,0.030011769286196012,14237.5,0.0,16.0,2080.843994141,172.10899290682292,0,sampled_nofire
34.75659,-115.84725,2026-06-12,0.03197459194328656,14987.5,0.0,21.0,816.931152344,255.79636557777386,0,sampled_nofire
41.59922,-119.2383,2026-06-12,0.03535677416575522,14107.499999999998,0.0,22.0,1908.0,87.33447380994672,0,sampled_nofire
37.19809,-114.31385,2026-06-12,0.029652362087085268,14842.499999999998,0.0,11.0,1254.632080078,251.81291060604053,0,sampled_nofire
37.37952,-114.51858,2026-06-12,0.029375811252477048,14842.499999999998,0.0,11.0,1406.576660156,212.5208532016666,0,sampled_nofire
36.63739,-116.8559,2026-06-12,0.024963164201923932,15197.5,0.0,8.0,778.134033203,248.23143181817227,0,sampled_nofire
